Fecha_reporte;MT;Tipo_Mineral;Tonelaje;Ali_Cu;Ali_Pb;Ali_Zn;Ali_Fe;NaCN;ZnSO4;PAX;F582;pH;Flo1_Cu;Flo1_Pb;Flo1_Zn;Flo1_Fe;Cu;Zn;Recup_Cu;CuSO4;SIPX;F582;pH;Flo2_Cu;Flo2_Pb;Flo2_Zn;Flo2_Fe;Cu;Zn;Recup_Zn
Jun-13;1541;M2A;61553;0.73;0.01;0.35;8.68;50;30;35;30;10.2;11.9;0;4.6;24.1;26.1;19.8;18;;;;;;;;;;;
Jun-13;1542;M4;66634;0.75;0.03;1.68;9.05;25;30;8;30;10.1;6.1;0.1;26.7;9.8;12;22.7;10;1;10;10;11;5.5;0.18;5.06;25.24;7.53;3.01;2
Jun-13;1543;M2A;65111;0.54;0.01;0.49;7.8;;;;;;;;;;;;10;;;;;;;;;;;
Jun-13;1544;M5;18499;0.75;0.02;0.62;7.15;40;80;4;30;10;12.9;0.2;17.8;9.3;15.4;29.9;12;;;;;;;;;;;
Jun-13;1545;M5;26014;0.78;0.01;0.46;7.5;80;80;8;30;10.1;20.4;0.2;7.9;11.9;45.5;29.6;43;50;6;;11;11.26;0.06;1.24;10.45;5.39;0.99;1
Jun-13;1546;M2A;29063;0.73;0.01;0.27;6.72;30;40;8;40;10;20.6;0.1;8.6;14.1;56.3;63.1;56;;;;;;;;;;;
Jun-13;1547;M6;13039;0.82;0.15;0.92;4.81;80;120;14;30;9.7;22.9;5;7.2;8.3;66.5;19;66;100;6;5;11;6;0.31;35.45;4.69;12.66;68.31;67.5
Jun-13;1548;M5;33893;0.79;0.03;0.18;2.25;;;;;;;;;;;;82;;;;;;;;;;;
Jun-13;1549;M4AT;46860;0.8;0.03;1.21;2.32;80;100;85;10;9.9;20;0.7;3;8.4;75.1;7.9;63;120;25;5;11;0.38;0.07;7;1.04;1.28;16.55;15.5
Jun-13;1550;M2AT;21334;0.59;0.02;0.1;7.51;30;200;8;10;9.8;14.7;0.2;2;18.2;78.9;67;78;;;;;;;;;;;
Jun-13;1551;M2AT;89820;0.69;0.02;0.65;8.43;30;0;12;10;10.3;13.9;0.3;13.3;17.9;79.2;80.8;78.5;;;;;;;;;;;
Jun-13;1552;M2AT;28898;0.8;0.01;0.42;8.16;30;80;9;10;10.2;17.3;0.1;10.2;17;66.2;75.2;65;;;;;;;;;;;
Jun-13;1554;M1;158325;1.42;0.01;0.06;10.09;15;0;12;10;10.2;20.4;0.1;0.7;25;94;83.3;93;;;;;;;;;;;
Jun-13;1555;M2AT;41189;0.43;0.04;0.19;5.98;10;40;3;10;10;16.7;0.7;1.7;20.7;60.3;14.4;59.5;;;;;;;;;;;
Jun-13;1556;M5;38697;1.14;0.02;0.16;2.18;150;0;35;15;10.2;28.5;0.4;2.7;8.4;82.3;53.4;81;;;;;;;;;;;
Jun-13;1557;M2;24065;2.77;0.02;0.25;17.53;20;0;28;10;10.3;27;0.1;1.4;27.5;91.4;53;90.5;;;;;;;;;;;
Jun-13;1558;M4;104997;2.65;0.07;2.93;18.82;10;180;50;10;10;25.1;0.7;4.5;29.9;86.3;13.4;80;3;20;0;11.3;5.23;0.01;33.6;19.03;1.11;7.46;82
Jun-13;1561;M4A;27649;2.79;0.01;1.34;15.23;;;;;;;;;;;;90;;;;;;;;;;;33
Jun-13;1562;M4A;0;0.55;0;1.83;5.16;;;;;;;;;;;;5.5;;;;;;;;;;;11.6
Jun-13;1563;M4A;56715;0.64;0.09;1.78;7.58;;;;;;;;;;;;18;;;;;;;;;;;16
Jun-13;1564;M6;31946;1.16;0.05;1.72;9.78;;;;;;;;;;;;9;;;;;;;;;;;57
Jun-13;1565;M2;45896;0.63;0.01;0.12;9.45;40;50;6;20;10.2;18.3;0.1;2.3;21.8;38.3;25.4;39.5;;;;;;;;;;;
Jun-13;1566;M1;50168;0.75;0.01;0.07;8.36;15;30;4;20;10.2;21.4;0.1;1.5;21;86.1;70.2;87;;;;;;;;;;;
Jun-13;1567;M4;38505;0.93;0.06;1.68;8.8;80;150;4;20;10;11.6;0.8;29.6;11.1;30.7;43.4;29;2;5;5;11.1;11.45;1.06;15.56;19.01;28.73;21.59;20.5
Jun-13;1568;M2;32666;0.38;0.01;0.09;6.85;30;30;8;20;10.2;18.4;0.3;2.9;18.7;73.8;46.7;73.5;;;;;;;;;;;
Jun-13;1569;M2;27874;0.87;0.01;0.12;7.88;40;50;6;25;10.2;20.3;0.1;2.9;20;65;67.4;66;;;;;;;;;;;
Jun-13;1570;M2;38621;0.36;0.01;0.03;7.22;20;0;8;20;10.2;17.3;0.2;0.5;18.1;80.4;27.6;81;;;;;;;;;;;
Jun-13;1571;M2;31316;0.28;0.01;0.02;5.43;10;0;4;20;10.2;16.9;0.2;0.4;17.4;85.8;33.4;86.5;;;;;;;;;;;
Jun-13;1572;M1;76706;0.99;0.01;0.31;8.71;20;100;10;20;10.2;23.7;0.1;2.5;23;84.2;28.8;85;;;;;;;;;;;
Jun-13;1573;M2;74141;0.79;0.02;0.11;8.24;10;50;6;20;10.2;23.1;0.2;1.1;22.2;85.5;29;86.5;;;;;;;;;;;
Jun-13;1574;M4T;15866;0.9;0.01;0.86;8.22;30;100;8;25;10.1;22.8;0.2;2.9;22.2;56.4;7.9;55.5;;;;;;;;;;;66.5
Jun-13;1575;M2AT;239006;1.68;0.01;0.06;11.29;20;30;5;20;10.1;29.1;0.1;0.7;23.6;87.6;56.8;86;;;;;;;;;;;
Jun-13;1576;M4AT;14493;1.69;0.03;4.43;4.74;50;200;8;20;9.8;17.7;0.3;30.9;6.3;65.3;42.4;64.5;2;26;10;11;4.76;0.05;44.1;3.4;15.32;52.58;51.5
Jun-13;1577;M2AT;21483;0.56;0.02;0.28;3.49;25;50;40;25;9.8;19.6;0.3;4.9;7.5;72.3;37;71;;;;;;;;;;;
Jun-13;1578;M4AT;33107;0.5;0.04;0.61;4.49;25;100;40;25;9.8;14.5;0.6;9.1;6.9;45.5;22.8;45;1;8;5;11;2.56;0.8;15.3;3.74;5.48;26.12;25
Jun-13;1579;M4AT;25733;0.69;0.06;1.61;3.56;50;150;40;25;9.8;15.3;1.2;4.5;9.2;44.6;5.7;44;2;25;5;11;2.34;0.5;39;3.18;8.21;58.73;58
Jun-13;1580;M5;31163;1.84;0.02;0.37;2.39;80;80;20;25;9.9;28.6;0.1;5.7;7.5;88.8;89.6;87.5;;;;;;;;;;;
Jun-13;1581;M4;17509;0.41;0.05;1.02;5.27;30;150;12;15;10;8.5;2.5;10.4;8.7;27.2;13.7;25;200;11;5;11;4.05;0.27;29.9;5.92;23.2;70.31;68
Jun-13;1582;M2A;26310;0.4;0.02;0.18;5.63;10;10;30;10;10.1;5.5;0.4;4.4;8.1;20.8;34.4;18;;;;;;;;;;;
Jun-13;1583;M3;18180;1.2;0.01;0.81;8.66;120;120;10;10;10;11.7;0.1;15.8;17.7;23.7;48.2;20;50;0;0;11.4;11.86;0.04;5.34;20.04;15.99;10.91;11
Jun-13;1584;M2;61609;0.73;0.01;0.32;8.69;;;;;;;;;;;;17;;;;;;;;;;;
Jun-13;1585;M4;69525;0.99;0.08;1.62;9.96;30;150;7;10;9.9;9.7;0.3;30.5;11.6;21.1;39.6;18;100;0;0;11.2;13.22;0.33;12.7;16.88;23.77;13.58;12
Jun-13;1586;M2;59854;1.05;0.01;0.19;9.95;20;30;10;10;10.1;16.6;0.1;1.7;21.5;35.9;19.4;35;;;;;;;;;;;
Jun-13;1587;M2;69525;0.46;0.01;0.03;6.52;;;;;;16.5;0.1;0.7;19.5;68.8;41.2;68;;;;;;;;;;;
Jun-13;1588;M2A;35044;0.26;0.02;0.02;5.57;;;;;;;;;;;;75;;;;;;;;;;;
Jun-13;1589;M2AT;9658;1.2;0.01;0.09;13.49;20;40;25;10;10.4;25.6;0.1;1.3;24.6;91.2;65;89.5;;;;;;;;;;;
Jun-13;1590;M5;71376;2.07;0.02;0.18;11.39;100;50;80;15;10.3;33.1;0.1;2.9;14.5;92.4;89.9;90.5;;;;;;;;;;;
Jun-13;1591;M6;104376;1.9;0.02;2.96;14.41;25;200;70;20;10;24.6;0.2;6.7;20;88.7;15.4;87;200;20;10;11;1.58;0.01;46.15;6.3;4.34;81.02;80
Jun-13;1592;M2;123938;0.78;0.02;0.39;8.41;10;80;24;5;9.9;12.9;0.1;7;23.7;79.1;87.5;77.5;;;;;;;;;;;
Jun-13;1593;M2;16609;0.32;0.01;0.04;6.79;10;0;7;5;10.1;13.1;0.3;1.1;17.3;77.9;51.6;75;;;;;;;;;;;
24-Jun-13;1594;M4AT;74045;0.63;0.04;1.24;7.27;50;200;15;9.8;4.5;0.7;17.8;15;580;62.4;6.4;70;200;5;11;5;0.13;8.85;22.44;110;11.7;10.25;
1-Jul-13;1595;M2A;43133;0.62;0.01;0.04;10.33;5;0;45;10;10.2;21.1;0.1;0.7;25.4;90.7;48.6;90;;;;;;;;;;;
1-Jul-13;1596;M2;19320;0.41;0.01;0.02;1.45;5;0;30;10;10.3;15.1;0.1;0.2;17.5;93;37.8;92;;;;;;;;;;;
3-Jul-13;1597;M2Ox;56711;0.66;0.01;0.48;6.76;40;100;35;10;9.8;7.8;0.2;4.2;9.7;14.1;10.5;14.5;;;;;;;;;;;
3-Jul-13;1598;M3Ox;17524;1.06;0.01;1.18;8.8;30;120;6;10;10.1;7;0;37.8;9.9;7.1;35.2;8;130;10;5;10.8;12.4;0.01;23.2;16.6;23.4;40.2;39
3-Jul-13;1599;M2Ox;17696;0.45;0.01;0.59;8.94;40;130;35;10;9.8;4.1;0.1;2.6;9.1;5.5;2.7;6;;;;;;;;;;;
3-Jul-13;1600;M2AOx;22853;0.81;0.01;0.72;7.86;40;100;20;10;10;9.2;0.2;5.9;11.4;12.3;8.9;13;;;;;;;;;;;
3-Jul-13;1601;M4AOx;24795;0.44;0.03;1.63;4.34;60;150;2;10;9.9;8.9;0.3;16.9;9.4;8.4;4.3;8;;;;;;;;;;;46
6-Jul-13;1602;M4AT;23063;0.54;0.04;1.33;7.43;60;100;25;7.5;10.06;17;1.4;7.8;17.7;65.5;12.2;65;50;11;3;11.2;2.84;0.04;24.15;7.87;20.53;70.81;70
6-Jul-13;1603;M2;149835;0.83;0.01;0.22;8.61;5;0;12;5;10.2;15.2;0.2;2.8;19.5;92;62.6;90;;;;;;;;;;;
7-Jul-13;1604;M6;25515;0.68;0.02;0.8;3.54;60;100;20;15;10.02;14.8;0.4;9.8;7.1;66.7;36.7;66;100;20;5;11.1;2.76;0.05;15.4;3.74;11.48;53.16;52
7-Jul-13;1605;M6;48161;0.94;0.04;1.77;2.77;90;100;25;15;10.14;18.3;0.7;5.8;7.7;68.4;11.8;67;150;30;5;11;2.81;0.05;23.4;3.54;18.26;82.07;
10-Jul-13;1606;M2;69521;0.53;0.03;0.2;6.91;10;50;20;10;10.3;20.5;0.8;1.6;19.6;74.3;15;74;;;;;;;;;;;
10-Jul-13;1607;M2;78653;0.75;0.02;0.21;8.23;20;50;20;15;10.2;20;0.3;5.7;20.1;84.3;85.9;84;;;;;;;;;;;
10-Jul-13;1608;M5;78188;0.71;0.02;0.16;7;60;30;30;15;10.3;22.4;0.3;3.8;15.5;64.4;49.9;64;;;;;;;;;;;
10-Jul-13;1609;M6;52275;0.76;0.01;1.66;7.81;60;180;12;10;10.1;11.3;0.1;28.8;11.3;43.1;51.2;40;150;;;11.2;10.79;0.09;26.9;12.07;21.87;25.47;25
13-Jul-13;1610;M4T;31091;0.57;0.04;0.97;4.5;60;150;3;5;9.9;7.9;0.4;20.7;7.6;5.8;8.7;5;100;15;5;11.1;7.88;0.38;16.8;12.47;56.66658106;68.23;65
13-Jul-13;1611;M5;49725;0.72;0.01;0.31;6.95;80;100;35;10;10;10.6;0.1;4.2;11.2;23.7;22.6;20;;;;;;;;;;;
13-Jul-13;1612;M5;39634;0.45;0.01;0.03;6.62;30;;20;10;9.9;10.8;0.1;0.9;12.3;22.4;31.2;21;;;;;;;;;;;
13-Jul-13;1613;M5;187823;0.52;0.01;0.11;5.58;40;40;35;10;9.9;17.4;0.3;4.3;13;44.5;59.1;44;;;;;;;;;;;
13-Jul-13;1614;M5;25298;0.83;0.01;0.4;6.92;80;80;50;10;9.9;12.3;0.1;9;11.1;22.6;35.3;22;;;;;;;;;;;
13-Jul-13;1615;M6;89880;0.87;0.01;1.03;7.24;180;200;70;10;9.9;8.5;0.1;13.1;8.4;16.2;20.9;15;150;15;5;11.1;3.04;0.03;2.62;7.9;12.93612334;9.31;10
13-Jul-13;1616;M5;52166;0.44;0.01;0.08;5.48;20;;25;5;9.9;7.6;0.2;3.5;8.6;13.2;31.6;14;;;;;;;;;;;
15-Jul-13;1617;M4A;135105;1.34;0.03;1.45;9.01;60;120;30;10;8.5;24.7;0.5;2.2;19.2;77.6;7.1;76.5;120;10;5;10.8;4.41;0.09;36.9;6.56;9.62;84.58;83
22-Jul-13;1618;M6;41606;1.09;0.02;1.73;7.51;70;100;4;20;10;11.5;0.1;27.6;5.5;26.1;39.3;24;100;4;;11;12.52;0.14;26.3;8.04;28.79;37.91;36
22-Jul-13;1619;M2;34868;0.82;0.01;0.26;8.59;30;40;6;20;10.3;17.8;0.1;5.7;19;65.9;71.2;65;;;;;;;;;;;
22-Jul-13;1620;M2;31268;0.7;0.01;0.25;7.98;40;40;4;20;10.3;14.9;0.1;6.2;17;45.9;53.4;44;;;;;;;;;;;
22-Jul-13;1621;M2A;24176;0.61;0.01;0.05;6.14;15;20;5;20;10.3;20.2;0.3;1.2;17.5;77.7;59.9;77.5;;;;;;;;;;;
22-Jul-13;1622;M2A;40406;0.54;0.01;0.19;7.1;15;30;14;20;10.2;8.9;0.3;6.2;9.8;17.1;33.1;16.5;;;;;;;;;;;
22-Jul-13;1623;M6;39199;0.57;0.02;0.51;6.15;70;80;8;20;10;9.5;0.3;11.9;8.5;21.5;29;20;50;6;5;11;9.72;0.19;13.82;9.07;19.48;29.83;29
21-Jul-13;1624;M6;78270;0.95;0.03;1.38;3.92;80;150;80;20;9.8;13.3;0.2;1.4;4.6;20.9;1.5;20;150;200;;11;3.81;0.34;15;3.45;12.66;34.43;29
15-Ago-13;1684;M4AT;385722;2.02;0.01;0.92;16.33;20;100;50;20;10.2;29.9;0;1.6;27.4;80;9.4;85;100;8;5;11;11.31;0.01;26.75;15.83;15.84;85.28;82
15-Ago-13;1685;M4AT;385722;1.41;0.02;0.58;11.67;20;80;56;20;10.1;27;0.1;1.3;22.7;72.5;9.2;71;80;10;5;11;3.81;0.08;29.05;7.46;3.58;72.04;71
15-Ago-13;1686;M6;385722;0.67;0.03;0.61;3.11;60;80;8;20;10.1;21.1;0.6;4.8;8.4;81;20.9;80;80;15;5;11;3.32;0.07;26.55;4.48;7.79;71.12;69
15-Ago-13;1687;M6;385722;0.49;0.02;0.7;2.49;60;80;10;25;10;12.5;0.3;13.5;6.7;78.2;60.5;76;80;10;5;11;1.89;0.06;15.65;3.37;4.83;28.65;26
15-Ago-13;1688;M6;385722;0.71;0.03;0.86;2.02;80;100;6;25;10;15.4;0.5;15.7;6.3;80.6;67.4;78;100;10;5;11;3.03;0.12;15.35;4.06;6.01;24.94;22
15-Ago-13;1689;M6;385722;0.42;0.02;0.7;2.08;80;80;8;20;10;13.9;0.4;8.2;5.7;71.3;25.3;70;80;10;5;11;2.57;0.05;23.65;3.42;10.58;58.45;57
15-Ago-13;1690;M6;385722;0.51;0.03;0.83;2.12;80;120;40;25;9.9;9.9;0.5;1.9;4.4;74.1;7.5;72;100;5;5;11;2.76;0.06;25.1;3.41;17.17;84.23;82
10-Ago-13;1691;M5;20935;1.1;0.02;0.71;10.11;30;130;15;15;10.2;11.3;0.2;8.9;27.8;55.8;65.9;52;;;;;;;;;;;
10-Ago-13;1692;M2AT;64143;0.45;0.05;0.54;6.98;30;130;12.5;15;10.2;11.4;2.6;24.7;11.7;38;63.9;36;;;;;;;;;;;
10-Ago-13;1693;M4AT;21709;0.93;0.05;1.91;8.08;30;130;15;10;10;11.3;1;33.2;11.7;41.2;58.9;39;150;15;5;10.9;8.03;0.22;17.34;16.84;32.4;34.17;30
12-Ago-13;1694;M2AT;48895;0.99;0.01;0.04;9.03;30;;12.5;10;10.2;25.5;0.1;0.6;22.3;84.7;48.9;83;;;;;;;;;;;
18-Ago-13;1695;M4AT;163217;0.58;0.06;6.03;10.71;20;200;45;20;10;13;2.7;8.4;14.4;37.9;2.4;37;200;15;10;11;2.51;0.01;47.1;7.91;50.28;92.12;90
18-Ago-13;1696;M4AT;163217;0.52;0.05;1.28;3.87;20;150;30;25;10;17.4;1.3;9.2;13.1;77.2;16.4;76;150;7;10;11;1.9;0.1;36.95;3.67;9.71;76.01;75
18-Ago-13;1697;M6;163217;0.83;0.04;5.24;7.87;50;200;10;35;10;20.2;1;10;12.4;63.9;5;63;200;20;10;11;1.99;0.02;46.8;5.92;23.5;87.79;86
18-Ago-13;1698;M4AT;163217;0.59;0.04;5.64;7.92;20;200;35;35;10;17.2;1.2;9.4;15.1;63.9;3.7;63;200;15;10;11;1.32;0.04;49.5;6.09;22.79;90.07;89
18-Ago-13;1699;M4AT;163217;0.44;0.03;1.37;3.79;30;150;60;35;10;0.8;0.2;39.7;2.6;4.7;74.7;72;150;20;10;11;0.8;0.15;39.7;2.64;4.75;74.71;74
18-Ago-13;1700;M4AT;163217;0.56;0.02;4.35;9.32;15;200;12;35;10;17.3;0.7;10.2;15.9;66.9;4.9;66;200;15;10;11;1.32;0.02;47.6;6.32;19.76;89.03;88
18-Ago-13;1701;M4AT;163217;0.58;0.03;7.25;8.78;15;200;35;35;10;17.9;1;9.6;16.7;59.9;2.5;59;200;20;10;11;1.07;0.02;49.95;4.68;24.86;92.03;90
18-Ago-13;1702;M4AT;163217;0.63;0.02;0.87;3.74;10;100;30;35;10;20.4;0.5;3.2;16.8;86.2;9.9;84;100;5;15;11;1.95;0.03;33.75;4.93;6.48;83.54;82
18-Ago-13;1703;M4AT;163217;0.5;0.03;1.16;3.06;10;120;30;35;10;19.5;1;4.3;15.6;80.3;7.4;78.5;120;7;15;11;1.58;0.11;39.3;3.81;8.23;86.09;85
18-Ago-13;1704;M4AT;163217;0.4;0.03;0.69;2.65;10;100;50;35;10;16.3;0.8;3.1;10.5;67.3;7.2;66;100;5;15;11;1.48;0.17;28.65;2.86;6.82;75.36;74
20-Ago-13;1705;M4AT;31980;0.67;0.01;2.32;5.49;80;200;7.5;10;9.9;5.2;0;26.7;4.6;10.7;16.1;10;200;15;10;11;5.28;0.02;28.3;4.94;29.02;45.21;44
20-Ago-13;1706;M2AT;170663;0.44;0.01;0.31;5.08;40;80;15;15;9.9;5.1;0.3;6;5.6;19.3;31.8;18;;;;;;;;;;;
20-Ago-13;1707;M2AT;15000;0.81;0.01;0.25;7.86;15;120;9;10;10.5;17.9;0.1;6.1;19.5;69.3;76.9;67;;;;;;;;;;;
20-Ago-13;1708;M2;15000;0.69;0.01;0.09;8.05;10;80;9;15;10.4;17.5;0.1;2.1;18.8;90.1;79.2;88;;;;;;;;;;;
20-Ago-13;1709;M2;15000;0.65;0.01;0.05;7.93;10;60;9;15;10.4;17.5;0.1;1.1;19;92.6;79.6;90;;;;;;;;;;;
20-Ago-13;1710;M2;15000;0.57;0.01;0.08;7.2;10;100;14;15;10.4;13.2;0.1;1.6;18.5;91.5;87.1;89;;;;;;;;;;;
20-Ago-13;1711;M2;15000;0.6;0.01;0.22;6.59;15;120;9;10;10.3;8.5;0.1;2.1;12.9;53.8;34.5;53;;;;;;;;;;;
21-Ago-13;1712;M4A;39304;0.86;0.02;1.46;10.2;80;150;10;10;10;9.5;0.3;28.9;10.5;24.3;42.8;23.2;150;10;;11;9.19;0.3;15.12;18.89;25.08;23.99;23
22-Ago-13;1713;M1;123928;0.92;0.01;0.16;8.97;20;50;25;10;10.4;15.7;0.1;2.9;18.4;83.7;79.1;82;;;;;;;;;;;
23-Ago-13;1714;M3;12330;1.13;0.02;1.44;9.2;40;150;17.5;10;10.1;17;0.1;5.4;17.7;82.9;21.1;82;150;10;5;11.1;2.2;0.01;27.45;10.99;7.55;75.12;
24-Ago-13;1715;M2T(Ox);63225;0.55;0.03;0.23;6.4;40;100;17.5;10;10.4;10.4;0.3;3.5;12;52.4;41.8;50;;;;;;;;;;;
25-Ago-13;1716;M2T(Ox);63225;0.51;0.02;0.06;6.18;40;;15;10;10.4;15;0.4;1.4;12.5;59;50.2;58;;;;;;;;;;;
26-Ago-13;1717;M2T;48895;0.52;0.01;0.1;7.21;10;20;7.5;10;10;12.1;0.1;2.4;18.6;69.7;71.1;68;;;;;;;;;;;
30-Ago-13;1718;M2;21315;1.44;0.01;0.08;12.56;10;120;8;10;10.2;26.5;0;0.7;24.6;90.7;36.6;89;;;;;;;;;;;
30-Ago-13;1719;M4AT;26371;2.49;0.01;7.72;14.72;40;220;14;5;10.2;27.6;0.1;6.5;22.1;56.6;4.5;55.5;250;10;10;11.1;1.86;0.01;53.6;5.23;8.93;86.09;85
30-Ago-13;1720;M6;23158;2.33;0.02;3.12;13.92;60;200;14;10;10.2;26.8;0.1;13.2;15.3;66.3;24.8;65;200;8;10;11.2;3.84;0.01;50.2;5.31;7.06;69.68;69
30-Ago-13;1721;M5;62669;2.62;0.01;0.22;15.31;60;80;12;10;10.2;34;0.1;2.9;18.6;91.3;91.7;90;;;;;;;;;;;
30-Ago-13;1722;M2;41749;1.4;0.01;0.07;12.67;20;30;16;10;10.2;25.6;0;0.6;24.2;91.4;53.3;90;;;;;;;;;;;
30-Ago-13;1723;M6;31875;1.16;0.05;1.16;2.68;30;120;65;5;9.9;14.1;0.5;10.6;6.4;76.2;58.3;74;200;15;5;11;2.68;0.21;13.2;3.04;3.86;19.2;19
31-Ago-13;1724;M6;15191;3.87;0.01;1.38;16.96;50;150;15;25;10.1;30.3;0;7.1;22.5;83.4;56.3;80.5;150;5;5;11;12.88;0.01;22;13.87;8.38;41.16;48
31-Ago-13;1725;M5;78233;2.82;0.01;0.08;16.31;60;;20;25;10.5;31.8;0;0.8;21.4;87.5;78.5;86.5;;;;;;;;;;;
31-Ago-13;1726;M5;45191;3.06;0.01;0.04;13.43;25;;15;25;10.5;31.9;0;0.4;23.1;83.6;78.6;82.5;;;;;;;;;;;
31-Ago-13;1727;M2AT;50730;2.02;0.01;0.1;12.19;20;40;26;25;10.5;26.4;0;0.7;23.5;87.2;51.6;86;;;;;;;;;;;
31-Ago-13;1728;M2AT;175046;1.65;0.01;0.04;11.03;20;;24;25;10.5;23.5;0;0.4;23.3;87.6;71;86.5;;;;;;;;;;;
8-Set-13;1729;M6;38669;0.56;0.05;1.54;3.09;60;150;22;10;10.2;12.1;1.4;4.2;8.5;62.8;8.2;61;150;6;5;11;1.61;0.12;30.05;2.64;11.02;78.1;77
9-Set-13;1730;M2A;132965;0.63;0.01;0.11;7.74;20;30;6;20;10.4;19.1;0.2;2.6;16.7;83.1;71.1;85;;;;;;;;;;;
9-Set-13;1731;M4A;44533;0.92;0.01;0.94;8.71;50;100;5;20;10.3;19;0;12.4;17.3;74.9;44.3;73;100;6;10;11;5.19;0.01;24;13.21;11.51;48.16;47
9-Set-13;1732;M2A;16546;0.61;0.01;0.04;7.89;25;;9;20;10.1;12.9;0.1;1.8;16.3;33.9;74.5;33.5;;;;;;;;;;;
9-Set-13;1733;M2A;45309;0.44;0.01;0.12;6.24;50;30;30;20;10.3;14.1;0.3;3.7;11.5;48.9;44.2;48;;;;;;;;;;;
9-Set-13;1734;M6;36585;0.87;0.03;1.64;7.92;30;150;8;30;10;7.5;0.1;10.6;18;25.9;19.2;24;150;10;5;11;8.81;0.14;25.7;10.44;24.63;37.87;36.7
9-Set-13;1735;M2A;128235;0.68;0.01;0.06;9.79;10;;4;25;10.2;17.4;0;1;19.3;87.1;40.7;86;;;;;;;;;;;
11-Set-13;1736;M4A;33690;0.86;0.02;1.07;8.11;80;120;15;10;10;10.4;0.2;16.1;11.8;54.4;67.1;53;150;10;;11;4.25;0.04;1.81;8.82;7.7;2.62;2
11-Set-13;1737;M2A;44209;0.46;0.01;0.29;6.85;2;50;60;10;10.3;10.7;0.1;3.3;12.7;39.2;20.7;48.7;;;;;;;;;;;
12-Set-13;1738;M5;73478;0.82;0.02;0.17;5.37;60;50;110;5;10.2;14.7;0.1;1.4;6.7;82.1;41.6;79;;;;;;;;;;;
12-Set-13;1739;M6;44408;0.78;0.02;1.16;3.54;60;200;100;5;9.9;16.6;0.2;3;8.5;86.9;10.5;82;200;80;10;11;0.5;0.2;23.1;2.36;2.540112941;73.80361727;72
13-Set-13;1740;M4A;23891;0.08;1.08;1.14;4.6;100;200;10;5;9.5;0.8;21.4;10.5;5.5;18.6;16.9;20;;;;;;;;;;;31
13-Set-13;1741;M4;97706;0.89;0.05;1.31;8.79;80;200;25;10;9.9;17;0.6;6.6;18.1;84.7;21.9;83;200;10;5;11;1.72;0.04;25.5;9.4;7.01;69.74;69
18-Set-13;1742;M5;22601;0.59;0.03;0.25;5.03;40;50;60;5;10.1;24.6;1;3.4;13.1;58;20;57;;;;;;;;;;;
18-Set-13;1743;M6;11753;0.75;0.02;1.01;4.76;50;180;100;5;10.1;17.4;0.3;4;9.2;76.2;13.1;75;150;100;5;10.9;0.58;0.11;9.46;3.27;0.76;9.34;8
18-Set-13;1744;M2A;16553;0.61;0.04;0.2;7.42;15;20;20;10;10;18;1;3.8;17.7;90.4;56.9;89.5;;;;;;;;;;;
18-Set-13;1745;M4A;32786;0.56;0.05;1.13;5.56;30;120;14;10;9.9;15.3;1.3;9.1;14.1;62.2;18.8;61.5;150;4;5;10.9;3.03;0.15;34.8;6.21;11.6;67.81;67
18-Set-13;1746;M5;77963;0.58;0.02;0.25;5.84;60;30;75;5;10.2;17.6;0.4;2.4;12.7;86.6;24.9;85;;;;;;;;;;;
18-Set-13;1747;M6;36461;1.09;0.03;1.76;8.58;120;150;15;5;10;14.1;0.6;21.4;13.2;35.2;32.7;34;200;8;5;10.9;11.22;0.22;24;12.41;43.04;56.2;55
20-Set-13;1748;M2;44483;0.7;0.01;0.49;7.41;10;80;6;5;10;14.9;0.1;10.7;15.5;75;78;74;;;;;;;;;;;
20-Set-13;1749;M4;54690;0.78;0.04;2.18;7.75;50;200;6;5;9.8;13;0.7;11.2;13.5;66.8;20.7;65.5;200;5;5;11;2.07;0.09;32.5;6.05;10.4;58.94;58.5
20-Set-13;1750;M6;43868;1.43;0.07;2.1;10.95;200;200;8;10;9.8;10.9;0.7;21;16.2;25.8;33.4;24.8;150;2;5;11.1;10.65;0.48;13.7;21.15;36.74;31.62;30
20-Set-13;1751;M1;47610;1.34;0.01;0.75;11.11;20;100;8;10;10.3;12;0;10.2;25.8;46;69;47;;;;;;;;;;;
20-Set-13;1752;M1;39491;0.9;0.01;0.13;8.28;20;30;7;5;;18.6;0.1;2.2;18.2;87.4;70.6;86;;;;;;;;;;;
20-Set-13;1753;M2;54761;0.83;0.01;0.22;7.35;80;40;4;10;12;20.1;0.2;4.5;20;36.5;31.8;32;;;;;;;;;;;
23-Set-13;1754;M6;88410;0.68;0.01;0.71;5.62;50;150;6;10;10.5;11.6;0.2;24.6;8;26;54.5;25;100;12;5;11;10.95;0.16;4.62;8.51;11.92;4.98;8
24-Set-13;1755;M4A;20869;0.16;2.36;1.11;5.72;30;150;8;5;9.8;2.1;40.9;9.7;5.5;63.9;41.3;80;150;6;5;11.1;1;3.5;19.4;10.9;18.7;47.6;47
28-Set-13;1756;M6;18139;0.63;0.02;0.92;4.77;40;100;30;15;10;20.4;0.5;17.7;9.6;61.1;36.7;61;100;6;5;11;2.37;0.11;23.1;3.92;5.84;39.39;40
